
2503.65	3534.42300393	-0.6
2383.7732408	3540.27413952	-0.6
2410.50621539	3594.7023812	-0.6
2503.65	3680.10448259	-0.6
2661.52089851	3645.6257362	-0.6
2626.98097594	3572.66565586	-0.6
2503.65	3534.42300393	-0.6

2503.65	3463.69452381	-0.5
2237.126034	3476.7034496	-0.5
2296.56189511	3597.71465253	-0.5
2503.65	3787.59054607	-0.5
2854.64695943	3710.93338339	-0.5
2777.85378278	3548.72003945	-0.5
2503.65	3463.69452381	-0.5

2503.65	3392.9660437	-0.4
2090.4788272	3413.13275968	-0.4
2182.61757483	3600.72692386	-0.4
2503.65	3895.07660954	-0.4
3047.77302036	3776.24103059	-0.4
2928.72658961	3524.77442303	-0.4
2503.65	3392.9660437	-0.4

-278.510171261	3786.92974962	-0.3
-501.685	3786.92974962	-0.3
-791.390848722	3808.58114421	-0.3
-697.162913387	3923.38181645	-0.3
-501.685	3951.79018363	-0.3
-260.557697851	3885.8	-0.3
-278.510171261	3786.92974962	-0.3

2503.65	4002.56267302	-0.3
3240.89908129	3841.54867778	-0.3
3079.59939644	3500.82880662	-0.3
2503.65	3322.23756358	-0.3
1943.8316204	3349.56206976	-0.3
2068.67325455	3603.73919519	-0.3
2503.65	4002.56267302	-0.3

-18.4451141739	3671.71649975	-0.2
-501.685	3671.71649975	-0.2
-1128.98433322	3718.59820907	-0.2
-924.952825858	3967.17581102	-0.2
-501.685	4028.68837583	-0.2
20.427330582	3885.8	-0.2
-18.4451141739	3671.71649975	-0.2

2503.65	3251.50908347	-0.2
3230.47220327	3476.8831902	-0.2
3434.02514222	3906.85632498	-0.2
2997.32592716	4002.2307203	-0.2
2657.27105679	4127.52186064	-0.2
2503.65	4136.59487115	-0.2
2386.94152906	4127.59013205	-0.2
2358.97029501	4074.05817364	-0.2
2424.15223382	4037.15845922	-0.2
1954.72893427	3606.75146652	-0.2
1797.1844136	3285.99137984	-0.2
2503.65	3251.50908347	-0.2

241.619942913	3556.50324987	-0.1
-501.685	3556.50324987	-0.1
-1466.57781772	3628.61527392	-0.1
-1152.74273833	4010.9698056	-0.1
-501.685	4105.58656803	-0.1
301.412359015	3885.8	-0.1
241.619942913	3556.50324987	-0.1

2503.65	3180.78060335	-0.1
3381.3450101	3452.93757379	-0.1
3501.42550071	3706.58846794	-0.1
3975.76049962	3924.31798542	-0.1
3973.96986171	4159.38557133	-0.1
3501.43	4140.6996984	-0.1
3106.71826798	4286.12882563	-0.1
2503.65	4321.74662994	-0.1
2045.48901021	4286.39683788	-0.1
1935.68268531	4076.24709592	-0.1
2191.56661013	3931.39034691	-0.1
1840.784614	3609.76373785	-0.1
1650.5372068	3222.42068992	-0.1
2503.65	3180.78060335	-0.1
