#time meanCourantNo maxCourantNo Ndt
2424 0.160282 0.236369 0.0884522
2432 0.160283 0.236355 0.0884514
2440 0.160284 0.23637 0.0884506
2448 0.160286 0.236354 0.0884498
2456 0.160288 0.236366 0.088449
2464 0.16029 0.236349 0.0884483
2472 0.160292 0.236361 0.0884476
2480 0.160295 0.236345 0.0884469
2488 0.160297 0.236358 0.0884463
2496 0.160301 0.236343 0.0884457
2504 0.160304 0.236357 0.0884451
2512 0.160309 0.236344 0.0884446
2520 0.160313 0.236359 0.088444
2528 0.160318 0.236348 0.0884435
2536 0.160323 0.236364 0.0884429
2544 0.160329 0.236353 0.0884424
2552 0.160335 0.236369 0.0884418
2560 0.160341 0.23636 0.0884412
2568 0.160347 0.236375 0.0884405
2576 0.160354 0.236364 0.0884398
2584 0.160361 0.236377 0.088439
2592 0.160368 0.236365 0.0884381
2600 0.160375 0.236376 0.0884372
2608 0.160382 0.236362 0.0884361
2616 0.160388 0.236371 0.088435
2624 0.160394 0.236356 0.0884338
2632 0.1604 0.236364 0.0884325
2640 0.160405 0.236348 0.0884311
2648 0.16041 0.236355 0.0884296
2656 0.160414 0.236338 0.088428
2664 0.160418 0.236345 0.0884264
2672 0.16042 0.236328 0.0884247
2680 0.160422 0.236334 0.088423
2688 0.160423 0.236318 0.0884212
2696 0.160424 0.236324 0.0884193
2704 0.160424 0.236308 0.0884175
2712 0.160423 0.236314 0.0884156
2720 0.160422 0.236298 0.0884137
2728 0.160421 0.236303 0.0884118
2736 0.16042 0.236288 0.08841
2744 0.160419 0.236292 0.0884081
2752 0.160418 0.236277 0.0884063
2760 0.160417 0.236281 0.0884045
2768 0.160416 0.236265 0.0884027
2776 0.160416 0.236269 0.088401
2784 0.160415 0.236253 0.0883993
2792 0.160414 0.236256 0.0883976
2800 0.160414 0.23624 0.088396
2808 0.160413 0.236243 0.0883944
2816 0.160413 0.236227 0.0883929
2824 0.160412 0.23623 0.0883913
2832 0.160412 0.236216 0.0883898
2840 0.160411 0.236219 0.0883884
2848 0.160411 0.236206 0.0883869
2856 0.16041 0.23621 0.0883855
2864 0.16041 0.236199 0.0883841
2872 0.160409 0.236205 0.0883827
2880 0.160408 0.236195 0.0883813
2888 0.160407 0.236203 0.08838
2896 0.160406 0.236196 0.0883787
2904 0.160405 0.236208 0.0883773
2912 0.160404 0.236204 0.088376
2920 0.160403 0.236218 0.0883748
2928 0.160403 0.236218 0.0883735
2936 0.160404 0.236236 0.0883723
2944 0.160404 0.236241 0.088371
2952 0.160406 0.236263 0.0883698
2960 0.160407 0.236271 0.0883686
2968 0.160409 0.236297 0.0883675
2976 0.160411 0.236309 0.0883663
2984 0.160413 0.236338 0.0883652
2992 0.160414 0.236353 0.0883641
3000 0.160416 0.236384 0.088363
3008 0.160418 0.2364 0.088362
3016 0.160419 0.236431 0.088361
3024 0.16042 0.236447 0.08836
3032 0.160421 0.236476 0.088359
3040 0.160422 0.236489 0.0883581
3048 0.160423 0.236514 0.0883572
3056 0.160424 0.236522 0.0883563
3064 0.160424 0.236539 0.0883554
3072 0.160425 0.236539 0.0883546
3080 0.160425 0.236547 0.0883537
3088 0.160425 0.236537 0.0883529
3096 0.160425 0.236534 0.0883521
3104 0.160425 0.236513 0.0883514
3112 0.160425 0.236499 0.0883506
3120 0.160425 0.236467 0.0883499
3128 0.160425 0.236442 0.0883491
3136 0.160425 0.2364 0.0883484
3144 0.160425 0.236366 0.0883477
3152 0.160424 0.236317 0.088347
3160 0.160424 0.236278 0.0883462
3168 0.160424 0.236225 0.0883455
3176 0.160424 0.236184 0.0883448
3184 0.160425 0.236132 0.0883441
3192 0.160425 0.236094 0.0883434
3200 0.160425 0.236047 0.0883427
3208 0.160426 0.236015 0.088342
3216 0.160427 0.235977 0.0883412
3224 0.160427 0.235956 0.0883405
3232 0.160428 0.23593 0.0883397
3240 0.160428 0.23592 0.088339
3248 0.160429 0.235906 0.0883382
3256 0.160429 0.23591 0.0883374
3264 0.160429 0.235908 0.0883366
3272 0.160429 0.235923 0.0883358
3280 0.160429 0.235932 0.088335
3288 0.160429 0.235955 0.0883342
3296 0.160428 0.235971 0.0883334
3304 0.160428 0.236 0.0883326
3312 0.160429 0.236019 0.0883318
3320 0.160429 0.236049 0.088331
3328 0.160429 0.236069 0.0883302
3336 0.160429 0.236096 0.0883294
3344 0.160429 0.236113 0.0883286
3352 0.160429 0.236136 0.0883278
3360 0.16043 0.236148 0.0883271
3368 0.16043 0.236165 0.0883263
3376 0.16043 0.236171 0.0883256
3384 0.160431 0.236183 0.0883248
3392 0.160431 0.236183 0.0883241
3400 0.16043 0.236191 0.0883234
3408 0.16043 0.236188 0.0883226
3416 0.16043 0.236192 0.0883219
3424 0.160429 0.236188 0.0883212
3432 0.160429 0.236192 0.0883204
3440 0.160428 0.236187 0.0883196
3448 0.160427 0.236192 0.0883188
3456 0.160426 0.23619 0.0883179
3464 0.160425 0.236197 0.088317
3472 0.160424 0.236198 0.0883161
3480 0.160423 0.236208 0.0883151
3488 0.160421 0.236211 0.088314
3496 0.160419 0.236223 0.0883129
3504 0.160416 0.236229 0.0883117
3512 0.160414 0.236242 0.0883105
3520 0.160411 0.236248 0.0883092
3528 0.160408 0.236262 0.0883079
3536 0.160404 0.236268 0.0883065
3544 0.1604 0.236281 0.088305
3552 0.160396 0.236287 0.0883035
3560 0.160391 0.236298 0.088302
3568 0.160387 0.236302 0.0883004
3576 0.160382 0.236312 0.0882988
3584 0.160376 0.236313 0.0882972
3592 0.160371 0.236322 0.0882956
3600 0.160365 0.236322 0.088294
3608 0.16036 0.236329 0.0882924
3616 0.160354 0.236329 0.0882908
3624 0.160349 0.236336 0.0882893
3632 0.160344 0.236336 0.0882878
3640 0.160339 0.236342 0.0882863
3648 0.160335 0.236342 0.0882849
3656 0.160331 0.236349 0.0882835
3664 0.160328 0.23635 0.0882821
3672 0.160324 0.236357 0.0882808
3680 0.160322 0.236357 0.0882796
3688 0.16032 0.236364 0.0882783
3696 0.160318 0.236365 0.0882771
3704 0.160317 0.236372 0.088276
3712 0.160316 0.236372 0.0882748
3720 0.160316 0.236378 0.0882737
3728 0.160316 0.236378 0.0882725
3736 0.160316 0.236382 0.0882714
3744 0.160317 0.23638 0.0882703
3752 0.160319 0.236383 0.0882691
3760 0.16032 0.23638 0.0882679
3768 0.160322 0.236382 0.0882667
3776 0.160325 0.236377 0.0882655
3784 0.160327 0.236377 0.0882643
3792 0.16033 0.23637 0.088263
3800 0.160333 0.236369 0.0882616
3808 0.160336 0.236361 0.0882603
3816 0.160338 0.236358 0.0882589
3824 0.160341 0.23635 0.0882574
3832 0.160343 0.236345 0.088256
3840 0.160345 0.236335 0.0882545
3848 0.160347 0.236329 0.0882529
3856 0.160348 0.236317 0.0882514
3864 0.160349 0.23631 0.0882498
3872 0.16035 0.236296 0.0882482
3880 0.16035 0.236286 0.0882466
3888 0.160351 0.23627 0.088245
3896 0.160351 0.236258 0.0882433
3904 0.160351 0.236239 0.0882417
3912 0.160351 0.236224 0.08824
3920 0.160351 0.236202 0.0882384
3928 0.160351 0.236183 0.0882368
3936 0.160351 0.236158 0.0882351
3944 0.160351 0.236136 0.0882335
3952 0.160352 0.236107 0.0882318
3960 0.160352 0.236081 0.0882302
3968 0.160352 0.23605 0.0882286
3976 0.160352 0.236021 0.088227
3984 0.160353 0.235986 0.0882253
3992 0.160353 0.235955 0.0882237
4000 0.160354 0.235918 0.0882221
4008 0.160355 0.235886 0.0882205
4016 0.160356 0.235848 0.0882189
4024 0.160357 0.235815 0.0882173
4032 0.160358 0.235778 0.0882158
4040 0.160359 0.235746 0.0882142
4048 0.16036 0.235711 0.0882126
4056 0.160361 0.235682 0.0882111
4064 0.160362 0.235651 0.0882095
4072 0.160364 0.235627 0.088208
4080 0.160364 0.235601 0.0882065
4088 0.160365 0.235583 0.088205
4096 0.160366 0.235565 0.0882035
4104 0.160367 0.235555 0.0882021
4112 0.160368 0.235546 0.0882006
4120 0.160368 0.235544 0.0881992
4128 0.160369 0.235543 0.0881978
4136 0.160369 0.235551 0.0881964
4144 0.160369 0.235559 0.0881951
4152 0.160369 0.235574 0.0881938
4160 0.16037 0.23559 0.0881925
4168 0.16037 0.235613 0.0881912
4176 0.16037 0.235634 0.08819
4184 0.16037 0.235662 0.0881888
4192 0.160369 0.235687 0.0881877
4200 0.160369 0.235716 0.0881866
4208 0.160369 0.235742 0.0881855
4216 0.160369 0.23577 0.0881845
4224 0.160369 0.235793 0.0881835
4232 0.16037 0.235818 0.0881826
4240 0.16037 0.235836 0.0881817
4248 0.16037 0.235854 0.0881808
4256 0.160371 0.235866 0.08818
4264 0.160371 0.235876 0.0881792
4272 0.160372 0.235879 0.0881784
4280 0.160372 0.235881 0.0881777
4288 0.160373 0.235875 0.0881771
4296 0.160374 0.235869 0.0881764
4304 0.160375 0.235856 0.0881758
4312 0.160375 0.235843 0.0881752
4320 0.160376 0.235824 0.0881747
4328 0.160378 0.235806 0.0881741
4336 0.160379 0.235785 0.0881736
4344 0.16038 0.235765 0.0881732
4352 0.160381 0.235742 0.0881727
4360 0.160383 0.235723 0.0881722
4368 0.160384 0.235703 0.0881718
4376 0.160385 0.235686 0.0881714
4384 0.160387 0.23567 0.088171
4392 0.160388 0.235658 0.0881706
4400 0.16039 0.235647 0.0881702
4408 0.160392 0.235641 0.0881698
4416 0.160393 0.235635 0.0881694
4424 0.160395 0.235634 0.0881691
4432 0.160396 0.235633 0.0881688
4440 0.160398 0.235637 0.0881684
4448 0.1604 0.23564 0.0881681
4456 0.160402 0.235647 0.0881679
4464 0.160404 0.235653 0.0881676
4472 0.160406 0.235662 0.0881674
4480 0.160408 0.235668 0.0881672
4488 0.160411 0.235677 0.088167
4496 0.160414 0.235683 0.0881669
4504 0.160417 0.235691 0.0881668
4512 0.16042 0.235696 0.0881667
4520 0.160424 0.235703 0.0881667
4528 0.160427 0.235706 0.0881667
4536 0.160431 0.235711 0.0881668
4544 0.160436 0.235713 0.0881669
4552 0.16044 0.235716 0.088167
4560 0.160445 0.235717 0.0881672
4568 0.16045 0.23572 0.0881673
4576 0.160455 0.235721 0.0881675
4584 0.160461 0.235724 0.0881677
4592 0.160467 0.235725 0.088168
4600 0.160473 0.235729 0.0881682
4608 0.160479 0.235731 0.0881684
4616 0.160485 0.235736 0.0881686
4624 0.160492 0.23574 0.0881687
4632 0.160498 0.235745 0.0881689
4640 0.160504 0.23575 0.088169
4648 0.160511 0.235757 0.088169
4656 0.160517 0.235762 0.0881691
4664 0.160523 0.23577 0.088169
4672 0.160528 0.235775 0.0881689
4680 0.160534 0.235783 0.0881687
4688 0.160539 0.235789 0.0881685
4696 0.160544 0.235796 0.0881682
